id,count
6110,5
6122,2
6124,1
6136,2
6144,2
6148,2
6150,8
6153,1
6159,5
6161,17
6163,8
6171,1
6176,2
6185,2
6191,5
6195,5
6206,2
6212,5
6217,5
6227,3
6234,23
6241,4
6254,3
6262,6
6264,5
6268,7
6275,11
6278,6
6279,7
6284,5
6294,1
6295,3
6301,2
6305,14
6319,5
6322,3
6323,5
6336,8
6339,3
6355,3
6362,8
6366,3
6370,6
6381,4
6394,2
6396,4
6397,4
6402,0
6407,7
6417,2
6420,10
6430,9
6442,6
6455,1
6456,2
6463,10
6464,5
6466,5
6473,7
6486,5
6498,2
6514,8
6521,8
6526,5
6528,4
6537,5
6538,4
6539,5
6541,10
6554,0
6559,3
6562,2
6567,4
6568,8
6580,5
6584,6
6596,3
6598,2
6599,4
6610,6
6618,2
6625,2
6626,5
6635,5
6640,4
6643,3
6689,4
6694,6
6705,4
6708,10
6734,3
6740,6
6742,9
6750,7
6764,1
6774,4
6778,0
6784,9
6787,3
6789,9
6791,3
6807,4
6809,1
6811,16
6816,5
6830,12
6831,1
6835,7
6841,14
6845,3
6848,6
6850,6
6855,2
6856,0
6859,4
6861,2
6875,5
6890,3
6893,3
6900,11
6904,4
6909,1
6920,5
6925,4
6931,5
6933,2
6936,6
6944,0
6947,2
6959,0
6960,3
6979,2
6983,2
6987,16
6994,3
6996,2
7003,1
7015,3
7019,1
7034,3
7045,4
7052,4
7053,6
7058,4
7064,3
7076,7
7078,17
7080,0
7083,3
7088,8
7090,3
7107,3
7116,5
7119,2
7122,4
7133,2
7137,4
7141,4
7144,1
7145,3
7151,5
7153,3
7157,7
7173,0
7174,2
7197,5
7208,3
7212,8
7213,3
7219,1
7220,8
7231,4
7243,2
7267,6
7270,10
7284,9
7291,8
7293,5
7301,4
7306,5
7307,3
7321,3
7322,8
7329,7
7331,13
7332,3
7336,4
7338,44
7351,4
7354,1
7365,6
7373,10
7375,4
7377,8
7415,8
7418,4
7422,3
7438,7
7439,7
7444,5
7449,2
7464,2
7465,5
7468,7
7477,3
7492,4
7496,4
7497,5
7502,3
7511,6
7513,3
7516,8
7517,4
7525,3
7526,3
7551,3
7561,13
7566,2
7583,17
7605,3
7606,2
7609,2
7612,3
7614,1
7621,3
7636,2
7646,4
7656,5
7683,7
7685,5
7690,2
7693,7
7698,4
7728,8
7735,1
7738,11
7739,2
7743,14
7745,6
7748,3
7756,3
7765,6
7767,3
7779,6
7813,5
7816,3
7817,3
7819,3
7874,6
7884,3
7886,5
7889,4
7893,7
7897,1
7898,11
7901,2
7905,1
7908,2
7913,3
7915,0
7919,5
7929,18
7930,3
7948,3
7955,8
7984,2
8001,8
8004,9
8010,6
8014,3
8015,9
8016,8
8020,5
8022,7
8025,2
8026,14
8054,3
8063,5
8064,4
8065,4
8075,1
8092,7
8097,5
8104,2
8108,8
8126,0
8131,2
8153,4
8165,0
8167,2
8173,11
8176,2
8196,5
8217,3
8223,3
8227,4
8237,11
8238,3
8256,5
8258,2
8259,3
8261,6
8274,4
8281,6
8300,6
8303,5
8313,4
8314,3
8329,8
8330,9
8331,10
8333,2
8334,12
8340,4
8370,8
8373,7
8374,3
8375,2
8379,3
8388,4
8396,2
8405,1
8407,8
8417,3
8418,5
8419,2
8422,6
8424,9
8433,9
8446,7
8447,5
8451,5
8460,3
8463,10
8470,7
8473,7
8476,8
8479,5
8488,1
8489,1
8493,6
8494,1
8495,2
8497,1
8498,2
8502,13
8519,10
8526,3
8533,7
8556,4
8574,2
8587,5
8597,11
8605,3
8618,10
8619,17
8632,2
8645,4
8647,6
8650,13
8651,4
8665,4
8678,8
8689,3
8690,10
8694,6
8713,4
8737,8
8752,4
8759,3
8779,3
8784,5
8786,31
8796,3
8800,20
8806,2
8807,1
8814,4
8818,7
8823,8
8827,4
8829,2
8833,1
8851,1
8853,6
8871,5
8877,4
8879,5
8887,3
8888,2
8904,5
8908,2
8915,7
8917,6
8921,3
8924,5
8948,6
8979,4
8986,5
8995,4
8998,4
8999,3
9018,4
9029,5
9043,5
9048,3
9058,3
9065,5
9068,9
9073,3
9082,7
9084,4
9094,5
9102,7
9110,5
9111,4
9112,5
9118,1
9124,3
9129,8
9131,4
9139,5
9150,2
9153,4
9155,4
9156,3
9162,5
9163,2
9164,4
9170,3
9183,3
9185,5
9188,4
9198,5
9199,4
9203,4
9208,8
9215,8
9222,2
9228,1
9229,9
9230,11
9233,3
9236,3
9237,5
9246,3
9254,18
9261,4
9281,2
9301,9
9314,4
9316,2
9338,4
9342,5
9352,25
9356,0
9358,7
9380,7
9385,2
9394,4
9405,4
9408,7
9409,3
9414,3
9423,5
9436,4
9442,1
9446,6
9457,5
9458,4
9459,3
9460,5
9468,4
9472,3
9480,5
9498,2
9503,7
9514,5
9515,6
9524,3
9528,1
9541,4
9546,2
9554,1
9557,3
9562,10
9570,4
9571,5
9585,4
9591,4
9592,3
9600,10
9605,1
9610,18
9612,4
9621,7
9627,2
9644,4
9647,4
9650,7
9659,4
9660,8
9670,5
9687,5
9690,14
9702,1
9704,9
9709,2
9713,4
9726,2
9731,4
9733,10
9735,4
9741,5
9743,7
9750,17
9777,2
9785,2
9787,2
9789,3
9791,5
9803,2
9807,5
9815,3
9817,12
9824,2
9846,7
9854,9
9856,0
9858,2
9862,3
9867,3
9868,4
9885,4
9897,13
9903,4
9910,3
9933,5
9942,1
9950,4
9958,2
9960,3
9967,6
9983,9
9986,4
9996,7
10000,19
10018,8
10021,6
10025,3
10030,2
10041,8
10051,1
10057,8
10058,4
10059,2
10066,1
10078,7
10085,2
10086,1
10089,6
10091,5
10094,8
10105,3
10113,3
10114,2
10120,4
10135,2
10157,6
10158,5
10166,1
10173,13
10219,7
10225,5
10231,3
10242,3
10244,1
10247,2
10253,5
10263,5
10273,6
10280,1
10294,3
10298,7
10299,13
10304,7
10308,2
10315,3
10321,2
10329,9
10348,7
10357,7
10364,7
10367,3
10377,7
10379,2
10384,1
10407,2
10411,3
10413,1
10428,7
10442,5
10450,4
10465,4
10480,3
10497,4
10521,1
10531,8
10532,4
10534,6
10538,4
10547,2
10549,4
10559,11
10563,6
10565,5
10572,5
10574,1
10575,3
10578,2
10579,0
10584,6
10585,5
10600,5
10609,7
10633,6
10647,7
10654,6
10660,3
10664,12
10671,6
10685,6
10695,3
10708,4
10711,2
10715,10
10730,7
10732,6
10733,7
10741,3
10748,3
10757,6
10771,3
10772,5
10774,5
10775,5
10776,4
10785,5
10793,2
10795,10
10796,12
10798,3
10800,7
10826,6
10833,5
10836,3
10842,11
10851,10
10868,2
10869,3
10887,2
10888,3
10900,4
10903,2
10906,8
10916,7
10923,8
10924,8
10932,2
10942,3
10946,3
10951,2
10953,3
10968,3
10978,9
10983,8
10986,11
10991,5
11009,2
11016,24
11029,4
11032,3
11046,3
11050,2
11058,7
11060,1
11065,4
11080,7
11083,10
11106,5
11124,14
11128,13
11138,4
11141,1
11143,8
11144,7
11145,1
11147,4
11158,9
11159,3
11179,5
11180,12
11188,1
11192,4
11208,1
11215,2
11218,3
11220,6
11232,6
11234,3
11235,2
11239,8
11257,2
11259,8
11266,4
11268,7
11273,6
11287,4
11294,5
11297,3
11302,3
11313,5
11314,4
11318,9
11333,3
11339,6
11342,5
11362,3
11372,5
11375,3
11382,4
11389,3
11407,7
11430,2
11444,0
11451,4
11458,4
11459,4
11470,5
11476,8
11480,5
11505,2
11508,1
11515,4
11516,4
11518,5
11524,0
11525,6
11530,6
11542,5
11544,7
11548,3
11550,7
11570,9
11587,2
11588,4
11594,8
11597,5
11600,2
11604,8
11607,4
11618,5
11635,15
11643,3
11645,1
11653,5
11664,2
11674,12
11676,4
11682,2
11695,13
11697,1
11714,3
11721,4
11726,1
11731,8
11736,5
11741,2
11747,3
11757,3
11760,10
11767,4
11769,1
11803,8
11822,9
11826,0
11845,6
11847,2
11854,3
11875,6
11896,4
11921,6
11927,2
11928,1
11931,7
11935,8
11942,7
11944,0
11945,6
11976,2
11984,2
11985,9
11987,10
11989,15
11995,4
12005,6
12008,5
12010,8
12012,1
12014,3
12016,9
12020,7
12024,3
12025,4
12026,8
12031,5
12035,4
12039,3
12048,2
12059,5
12060,6
12062,2
12070,3
12073,6
12085,2
12099,11
12103,6
12107,2
12109,3
12121,3
12132,3
12133,3
12138,2
12145,3
12150,13
12151,6
12157,2
12158,2
12169,2
12174,2
12185,3
12195,5
12196,3
12202,1
12203,2
12222,1
12235,6
12236,5
12238,1
12265,2
12281,13
12283,3
12284,2
12285,2
12298,9
12300,0
12302,7
12307,7
12314,6
12321,7
12327,2
12328,3
12333,4
12339,2
12349,5
12363,3
12381,8
12391,8
12411,6
12421,2
12458,0
12460,5
12464,12
12470,1
12477,3
12482,3
12485,6
12494,4
12498,2
12502,5
12512,4
12514,2
12521,1
12523,2
12524,8
12526,8
12527,4
12554,7
12559,11
12577,6
12590,14
12595,4
12597,10
12598,2
12599,4
12602,7
12607,5
12608,3
12616,2
12619,8
12622,15
12626,3
12637,3
12673,5
12699,7
12704,3
12706,0
12720,7
12727,3
12728,2
12730,2
12731,5
12750,1
12794,1
12796,9
12799,2
12803,2
12812,2
12815,6
12817,9
12826,5
12841,1
12853,1
12855,5
12856,11
12859,3
12864,6
12872,1
12875,22
12879,7
12884,3
12887,5
12896,8
12899,3
12908,2
12910,0
12923,4
12928,4
12937,6
12942,2
12947,6
12949,6
12952,6
12967,4
12988,4
12991,6
12996,3
13004,3
13005,5
13011,3
13027,9
13035,3
13037,3
13039,7
13048,8
13057,7
13061,5
13087,8
13099,5
13110,4
13118,8
13129,3
13161,2
13170,2
13174,5
13190,8
13195,8
13196,4
13203,5
13208,4
13212,1
13218,3
13219,4
13220,5
13221,4
13230,2
13246,3
13253,4
13264,2
13267,7
13270,4
13272,7
13277,3
13283,3
13286,4
13288,4
13289,3
13291,10
13292,9
13304,2
13313,1
13326,12
13332,5
13334,1
13337,1
13347,9
13348,4
13349,12
13350,4
13354,5
13367,1
13377,30
13396,3
13427,3
13432,2
13438,5
13461,8
13467,3
13490,4
13494,5
13497,9
13502,5
13506,4
13511,2
13512,7
13531,4
13537,4
13540,4
13553,13
13558,6
13562,3
13579,4
13588,5
13590,4
13591,11
13593,7
13595,4
13609,3
13618,7
13622,9
13623,0
13626,2
13633,4
13637,4
13639,16
13641,1
13642,2
13649,5
13667,4
13678,5
13680,3
13683,3
13687,3
13690,2
13700,7
13703,10
13705,5
13713,5
13729,2
13735,2
13739,7
13764,8
13776,7
13779,6
13783,1
13784,3
13793,4
13796,1
13801,7
13817,6
13820,4
13833,4
13848,11
13853,3
13859,3
13860,7
13863,5
13866,2
13874,1
13877,1
13898,2
13902,9
13903,7
13929,5
13930,8
13933,8
13944,8
13948,4
13949,8
13954,8
13956,7
13967,17
13972,2
13975,50
13983,5
14000,4
14006,11
14009,5
14016,4
14017,2
14023,4
14026,11
14046,3
14052,2
14055,5
14056,3
14060,3
14062,2
14065,1
14072,7
14073,8
14076,2
14081,3
14088,1
14089,1
14097,5
14115,6
14119,3
14148,1
14154,2
14160,18
14161,3
14169,1
14177,2
14178,3
14182,6
14188,2
14195,6
14202,7
14205,5
14217,3
14222,4
14224,7
14241,5
14253,3
14260,1
14280,2
14281,3
14299,4
14309,6
14310,2
14313,3
14333,11
14351,15
14363,0
14365,4
14367,7
14373,3
14374,4
14385,9
14407,9
14410,3
14417,7
14424,2
14427,4
14429,9
14431,2
14432,4
14434,1
14440,1
14441,3
14442,16
14445,1
14450,8
14454,1
14466,0
14474,4
14484,2
14489,4
14493,0
14506,3
14512,2
14516,6
14520,4
14524,9
14547,4
14548,4
14552,3
14553,2
14556,3
14560,4
14563,2
14578,2
14586,8
14607,7
14623,15
14637,0
14641,12
14652,9
14656,4
14659,2
14664,3
14673,15
14674,16
14675,15
14683,7
14685,5
14716,6
14719,2
14721,2
14730,1
14736,5
14741,2
14747,7
14750,5
14756,2
14761,4
14765,1
14769,7
14777,4
14780,2
14781,5
14806,4
14835,3
14849,11
14866,1
14874,2
14882,6
14904,5
14906,4
14918,6
14930,9
14931,6
14939,3
14948,13
14951,2
14970,12
14974,5
14975,4
14977,0
14979,7
15003,3
15011,5
15014,4
15019,11
15021,2
15029,8
15030,5
15041,6
15051,4
15052,10
15055,1
15057,4
15064,8
15069,3
15075,1
15092,4
15112,15
15119,5
15122,3
15124,1
15133,0
15135,2
15143,2
15144,3
15147,2
15173,5
15176,4
15184,22
15189,4
15196,4
15209,6
15211,9
15212,1
15216,4
15230,8
15238,9
15246,1
15271,2
15280,10
15293,2
15298,8
15309,8
15315,2
15317,2
15320,5
15321,4
15337,1
15341,6
15354,7
15363,4
15368,4
15371,1
15373,9
15378,9
15388,15
15395,3
15399,4
15402,5
15411,3
15425,4
15427,3
15428,2
15434,5
15436,2
15441,7
15446,3
15457,2
15463,6
15480,9
15496,3
15497,2
15498,3
15500,5
15503,4
15505,2
15509,5
15510,2
15528,6
15535,2
15537,7
15548,4
15587,5
15595,0
15600,4
15605,9
15608,10
15618,10
15622,13
15627,3
15633,5
15638,2
15641,6
15645,10
15646,4
15654,1
15664,7
15667,2
15672,3
15681,3
15690,3
15697,4
15698,3
15716,5
15719,2
15751,8
15769,9
15785,3
15804,2
15814,15
15838,1
15856,1
15857,4
15863,3
15876,9
15882,18
15884,2
15914,2
15920,4
15922,3
15926,4
15932,4
15943,2
15945,4
15954,1
15958,2
15967,4
15968,3
15985,5
15988,9
15997,5
16011,1
16015,5
16017,9
16020,9
16022,3
16037,2
16049,6
16055,5
16063,0
16068,9
16074,2
16082,3
16089,7
16092,16
16097,3
16110,8
16117,4
16119,0
16122,5
16130,3
16137,17
16141,5
16143,6
16144,5
16145,6
16150,9
16168,6
16169,5
16171,1
16178,6
16183,2
16184,10
16193,4
16198,7
16199,6
16204,2
16206,3
16220,9
16225,3
16226,7
16231,2
16238,1
16239,2
16244,12
16245,4
16247,3
16258,4
16278,5
16283,4
16284,5
16290,3
16292,4
16294,2
16297,4
16298,3
16304,0
16307,13
16310,7
16320,4
16327,2
16332,0
16338,6
16340,1
16351,1
16352,4
16377,3
16381,3
16390,5
16400,1
16412,3
16413,13
16424,4
16436,3
16456,13
16457,4
16469,5
16472,5
16475,6
16482,5
16488,4
16495,3
16497,3
16515,4
16516,3
16523,11
16527,1
16532,8
16546,6
16554,12
16555,6
16564,1
16567,7
16568,6
16592,4
16599,4
16613,17
16627,4
16635,1
16653,5
16660,3
16662,9
16663,5
16666,4
16681,2
16686,6
16688,4
16698,9
16700,6
16707,7
16730,2
16734,11
16739,5
16740,8
16748,5
16773,9
16781,1
16783,11
16816,6
16818,6
16824,2
16841,0
16844,10
16847,1
16849,3
16855,7
16859,3
16870,2
16889,4
16893,7
16900,3
16903,9
16904,5
16906,6
16911,3
16930,3
16933,4
16937,4
16941,0
16952,1
16964,11
16968,3
16981,6
16983,5
16984,5
16993,6
17004,2
17010,5
17015,8
17018,2
17021,4
17027,4
17034,14
17049,8
17057,2
17058,9
17060,7
17064,2
17067,2
17070,6
17073,4
17080,62
17084,8
17090,8
17100,5
17102,3
17103,7
17117,9
17118,7
17119,3
17121,9
17128,8
17136,10
17142,8
17147,7
17150,1
17158,3
17160,5
17172,5
17174,6
17179,4
17180,7
17193,1
17200,5
17217,111
17219,42
17227,8
17228,3
17239,1
17255,3
17272,1
17276,5
17280,3
17302,9
17310,6
17325,12
17338,10
17339,9
17340,6
17347,4
17368,14
17392,5
17394,5
17408,1
17411,3
17415,3
17422,3
17423,4
17425,3
17455,3
17457,3
17458,2
17471,4
17480,9
17482,4
17484,5
17485,6
17499,8
17500,7
17501,8
17504,5
17511,3
17513,5
17515,15
17524,11
17525,8
17527,2
17529,5
17535,10
17536,1
17542,3
17544,3
17570,8
17578,2
17597,5
17601,4
17610,3
17615,5
17618,3
17619,3
17627,2
17642,15
17651,3
17652,8
17657,11
17659,2
17666,4
17670,4
17671,5
17675,2
17698,3
17710,9
17711,6
17718,19
17724,3
17731,1
17733,16
17735,14
17742,1
17743,12
17747,5
17749,1
17757,7
17782,4
17789,11
17791,3
17799,15
17801,2
17831,7
17848,8
17850,4
17870,5
17871,1
17872,3
17892,6
17903,4
17907,4
17916,1
17919,5
17932,10
17936,4
17947,6
17954,4
17956,4
17960,2
17965,7
17980,1
17989,8
17991,3
18001,1
18007,7
18010,6
18015,2
18024,1
18029,8
18040,3
18044,14
18047,7
18055,1
18062,7
18081,2
18085,9
18087,4
18103,5
18105,1
18108,3
18116,2
18119,3
18122,2
18126,8
18133,2
18134,3
18137,4
18140,2
18155,2
18157,0
18159,6
18178,4
18181,3
18182,6
18184,3
18191,5
18201,46
18203,1
18221,6
18224,3
18248,12
18259,9
18266,3
18268,6
18275,12
18286,4
18287,1
18317,3
18318,5
18321,5
18322,6
18331,8
18332,5
18336,7
18337,4
18338,3
18363,5
18378,16
18383,8
18387,7
18388,5
18397,4
18399,6
18402,9
18414,2
18418,3
18421,11
18452,2
18464,2
18466,3
18479,2
18483,5
18484,5
18490,16
18491,12
18505,4
18508,2
18520,2
18522,3
18524,5
18527,4
18575,4
18581,13
18594,3
18597,4
18609,5
18617,4
18618,20
18632,9
18640,8
18657,6
18700,7
18703,4
18709,8
18710,7
18717,13
18736,8
18739,4
18746,3
18754,4
18755,6
18766,7
18776,3
18779,4
18825,2
18829,3
18837,2
18856,12
18876,3
18880,8
18888,10
18890,3
18906,5
18916,3
18921,3
18937,2
18941,2
18981,1
18986,6
18987,6
18996,16
19002,3
19003,2
19011,2
19023,5
19062,3
19065,3
19067,3
19068,7
19073,10
19078,3
19091,5
19094,3
19099,21
19101,2
19107,5
19109,2
19114,9
19115,7
19118,3
19124,8
19125,7
19128,1
19130,1
19131,5
19135,8
19138,5
19146,2
19147,1
19156,6
19161,1
19167,8
19169,3
19185,1
19196,6
19200,7
19203,2
19218,5
19219,5
19237,5
19238,4
19247,4
19250,3
19262,8
19276,5
19278,2
19280,2
19286,7
19288,7
19289,5
19291,3
19293,6
19294,3
19295,2
19296,6
19301,3
19309,0
19313,4
19316,4
19322,2
19328,5
19334,3
19342,2
19353,3
19355,4
19371,2
19376,6
19379,1
19388,2
19401,2
19402,7
19410,2
19426,3
19427,1
19432,3
19433,3
19438,4
19445,1
19446,6
19459,2
19460,5
19462,5
19470,2
19473,12
19487,3
19493,6
19497,2
19520,7
19523,1
19527,22
19529,9
19539,2
19544,2
19546,5
19549,5
19553,7
19569,3
19583,10
19584,2
19594,1
19595,2
19611,6
19613,5
19624,2
19626,1
19633,4
19638,3
19652,17
19662,10
19666,6
19680,3
19683,6
19690,3
19694,2
19706,5
19720,3
19722,11
19729,2
19736,4
19741,14
19763,4
19766,2
19768,1
19769,4
19803,2
19808,5
19809,4
19810,2
19814,5
19817,2
19831,6
19833,2
19835,4
19836,10
19846,4
19848,1
19853,23
19854,21
19855,4
19858,25
19862,14
19864,1
19867,2
19881,5
19905,13
19912,2
19914,3
19923,1
19925,2
19928,5
19930,7
19931,2
19933,4
19951,7
19953,3
19962,6
19967,2
19988,8
19989,1
20002,3
20008,1
20009,4
20018,3
20023,9
20038,4
20051,3
20054,6
20077,3
20080,8
20088,3
20089,17
20093,4
20104,8
20105,7
20114,3
20117,4
20131,23
20138,1
20147,4
20158,3
20171,2
20185,11
20207,5
20215,3
20226,2
20230,4
20248,3
20262,9
20268,9
20285,2
20297,1
20302,3
20309,10
20329,2
20332,11
20336,2
20348,9
20350,2
20355,15
20356,5
20358,3
20379,8
20399,6
20402,3
20415,2
20421,6
20435,3
20436,5
20449,11
20450,8
20454,44
20461,5
20464,3
20500,5
20502,5
20505,4
20512,8
20522,17
20534,1
20540,1
20541,4
20546,5
20551,8
20553,3
20568,3
20572,6
20578,2
20579,1
20583,3
20594,2
20595,2
20601,4
20611,4
20614,4
20624,1
20628,4
20639,1
20647,8
20650,3
20656,1
20662,4
20669,2
20673,1
20680,0
20706,3
20707,8
20713,6
20725,4
20730,5
20747,3
20751,5
20768,3
20772,4
20780,10
20783,5
20787,5
20789,2
20792,6
